Event,State,Date,Match code,Red team 1,Red team 2,Blue team 1,Blue team 2,Red auto,Red teleop,Red endgame,Red penalty,Blue auto,Blue teleop,Blue endgame,Blue penalty
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q020-1,11664,6220,13211,14724,95,29,65,0,40,16,0,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q021-1,12069,417,12583,11138,45,22,65,0,105,82,100,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q022-1,6163,8103,6188,10285,135,106,50,0,80,14,15,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q023-1,12557,7977,14433,14724,120,12,50,0,145,50,100,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q024-1,11104,10424,12598,8923,80,14,50,0,110,79,100,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q025-1,13502,7330,13211,13354,80,17,50,40,95,30,100,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q026-1,6220,15228,14246,417,80,32,65,0,65,34,65,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q027-1,15203,9884,14760,11664,65,4,50,0,70,12,40,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q028-1,12583,13211,6188,14433,160,29,30,0,65,41,100,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q029-1,8103,12069,14724,13354,105,89,75,0,145,14,65,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q030-1,9884,12557,11104,13502,80,2,15,0,85,20,100,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q031-1,417,12598,15203,7977,40,16,100,0,70,6,100,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q032-1,14246,6163,11138,11664,40,10,0,0,80,71,50,40
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q033-1,14760,15228,10285,8923,40,8,25,0,145,62,100,0
Tesla Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-TES-Q034-1,10424,15203,7330,6220,40,10,65,0,110,30,100,40
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q001-1,13648,5953,12941,15468,0,14,40,0,80,7,25,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q002-1,7462,3805,11888,12894,120,30,50,0,110,12,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q003-1,6427,9865,14563,7760,10,6,15,0,55,14,40,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q004-1,14789,14829,8985,5423,85,8,65,0,100,12,65,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q005-1,5076,14967,360,8495,55,16,50,0,40,2,65,10
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q006-1,13074,11120,10232,14179,110,78,50,0,110,13,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q007-1,14370,12028,7759,13797,40,12,50,0,30,9,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q008-1,13052,3860,8628,11970,60,0,0,0,135,20,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q009-1,15349,11888,14789,5953,80,10,100,0,55,6,75,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q010-1,8495,10232,7760,12941,85,10,100,0,10,11,25,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q011-1,13797,8985,9865,360,65,22,100,0,10,4,15,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q012-1,6427,13074,7759,12894,15,18,65,0,50,10,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q013-1,3860,15468,12028,7462,105,54,30,0,65,2,15,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q014-1,5423,13648,14370,11970,80,12,75,0,145,15,65,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q015-1,3805,13052,5076,14829,125,9,50,0,80,12,65,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q016-1,14563,14967,15349,11120,30,4,40,0,100,80,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q017-1,14179,6427,11888,8628,55,14,100,10,110,6,100,10
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q018-1,3860,9865,7759,8495,10,6,65,10,40,6,65,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q019-1,10232,13648,13052,13797,80,16,75,0,55,2,0,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q020-1,15468,12894,14967,5423,110,58,65,0,65,10,75,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q021-1,14563,12028,11970,13074,55,8,15,0,120,16,0,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q022-1,5076,14789,7462,14370,110,10,100,0,130,6,100,10
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q023-1,360,7760,15349,3805,10,8,25,0,150,18,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q024-1,5953,8628,11120,8985,80,12,50,0,135,48,100,10
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q025-1,12941,7759,14829,14179,40,6,75,0,110,11,15,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q026-1,11970,11888,14967,10232,95,8,50,0,65,8,75,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q027-1,5423,13074,360,3860,95,18,100,0,10,4,25,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q028-1,13648,12028,8985,5076,10,8,100,0,95,16,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q029-1,15468,8628,3805,14563,160,57,100,0,135,8,15,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q030-1,11120,14370,12941,6427,55,83,0,0,0,11,50,10
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q031-1,14829,15349,8495,13797,70,12,30,0,85,2,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q032-1,12894,14179,9865,14789,80,14,50,0,80,16,65,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q033-1,7462,5953,7760,13052,55,10,40,0,50,4,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q034-1,8985,10232,3860,6427,100,20,100,0,65,0,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q035-1,7759,11970,15468,5076,85,13,50,10,100,54,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q036-1,13797,3805,13074,14967,110,4,50,0,0,6,75,10
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q037-1,8628,360,14789,13648,90,12,75,0,55,4,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q038-1,5423,8495,12028,11888,45,14,100,0,40,10,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q039-1,14179,14370,5953,14563,40,2,100,20,55,10,30,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q040-1,13052,12941,12894,15349,30,6,25,20,95,16,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q041-1,14829,9865,11120,7462,40,22,30,0,55,70,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-Q042-1,7760,7759,3860,13648,40,8,50,0,10,10,15,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-E005-1,11120,8628,12894,13074,105,47,100,0,55,30,75,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-E006-1,11120,8628,12894,13074,85,18,100,0,110,24,50,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-E001-1,11120,8628,12894,3805,135,90,50,40,135,24,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-E003-1,11120,8628,12894,3805,110,75,100,0,135,39,100,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-E002-1,13074,15468,11970,8495,115,52,100,0,60,0,0,0
Feynman Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-FEN-E004-1,13074,15468,11970,8495,110,56,50,0,65,6,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q001-1,12738,9576,8099,6128,100,11,100,0,60,19,100,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q002-1,15010,14294,12005,9764,40,2,15,0,95,10,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q003-1,14822,11990,11134,7935,60,6,30,0,65,39,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q004-1,14294,12005,6128,9576,85,2,25,0,60,23,75,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q005-1,9764,7935,8099,11134,85,30,50,0,60,0,0,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q006-1,15010,11990,12738,14822,65,10,30,0,70,16,65,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q007-1,12005,6128,7935,8099,85,6,50,0,95,0,0,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q008-1,14822,11134,12738,14294,60,4,65,0,135,2,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q009-1,9764,15010,9576,11990,45,10,50,0,70,0,0,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q010-1,7935,12005,11134,12738,110,6,50,0,70,18,65,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q011-1,14294,6128,11990,9764,70,7,100,0,55,10,75,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q012-1,9576,8099,15010,14822,95,2,50,0,35,7,0,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q013-1,7935,12738,9764,14294,95,30,100,0,110,17,100,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q014-1,6128,11134,9576,15010,60,12,65,0,40,14,65,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q015-1,8099,14822,11990,12005,60,6,50,0,45,8,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q016-1,14563,14967,15349,11120,30,4,40,0,100,80,100,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q017-1,14179,6427,11888,8628,55,14,100,10,110,6,100,10
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q018-1,3860,9865,7759,8495,10,6,65,10,40,6,65,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q019-1,10232,13648,13052,13797,80,16,75,0,55,2,0,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q020-1,15468,12894,14967,5423,110,58,65,0,65,10,75,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q021-1,14563,12028,11970,13074,55,8,15,0,120,16,0,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q022-1,5076,14789,7462,14370,110,10,100,0,130,6,100,10
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q023-1,360,7760,15349,3805,10,8,25,0,150,18,100,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q024-1,5953,8628,11120,8985,80,12,50,0,135,48,100,10
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q025-1,12941,7759,14829,14179,40,6,75,0,110,11,15,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q026-1,11970,11888,14967,10232,95,8,50,0,65,8,75,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q027-1,5423,13074,360,3860,95,18,100,0,10,4,25,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q028-1,13648,12028,8985,5076,10,8,100,0,95,16,100,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q029-1,15468,8628,3805,14563,160,57,100,0,135,8,15,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q030-1,11120,14370,12941,6427,55,83,0,0,0,11,50,10
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q031-1,14829,15349,8495,13797,70,12,30,0,85,2,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q032-1,12894,14179,9865,14789,80,14,50,0,80,16,65,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q033-1,7462,5953,7760,13052,55,10,40,0,50,4,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q034-1,8985,10232,3860,6427,100,20,100,0,65,0,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q035-1,7759,11970,15468,5076,85,13,50,10,100,54,100,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q036-1,13797,3805,13074,14967,110,4,50,0,0,6,75,10
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q037-1,8628,360,14789,13648,90,12,75,0,55,4,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q038-1,5423,8495,12028,11888,45,14,100,0,40,10,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q039-1,14179,14370,5953,14563,40,2,100,20,55,10,30,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q040-1,13052,12941,12894,15349,30,6,25,20,95,16,100,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q041-1,14829,9865,11120,7462,40,22,30,0,55,70,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-Q042-1,7760,7759,3860,13648,40,8,50,0,10,10,15,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-E006-1,14294,12738,12005,6128,95,5,65,0,85,9,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-E007-1,14294,12738,12005,6128,110,12,100,0,85,20,100,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-E001-1,14294,12738,11134,14822,95,7,50,0,60,6,65,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-E003-1,14294,12738,11134,14822,70,0,30,0,30,10,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-E002-1,9764,7935,12005,6128,80,37,50,0,85,16,100,40
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-E004-1,9764,7935,12005,6128,40,41,50,0,65,12,50,0
Curie Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-CUR-E005-1,9764,7935,12005,6128,65,45,100,0,110,14,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q001-1,12089,12506,15670,11109,135,48,100,0,70,26,25,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q002-1,15117,12877,3543,15756,40,0,25,0,110,2,15,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q003-1,12547,15044,9915,5920,55,16,15,0,55,79,75,40
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q004-1,10230,11388,7676,14343,110,12,65,0,30,5,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q005-1,11487,3491,6541,15656,45,10,65,0,85,6,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q006-1,7456,15286,4042,9330,40,8,50,0,0,4,15,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q007-1,2856,7198,8693,3231,45,10,50,40,55,37,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q008-1,13330,6157,12611,12788,30,4,25,0,95,92,65,40
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q009-1,2939,9517,11541,8692,70,4,15,0,40,12,65,40
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q010-1,14343,15070,15337,15670,70,11,50,0,70,12,25,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q011-1,7676,12506,15117,15656,70,10,100,0,70,20,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q012-1,12547,2856,10230,15756,115,18,50,0,75,7,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q013-1,3543,5920,3491,12788,0,12,65,0,45,10,15,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q014-1,12877,15044,15286,2939,40,12,0,0,0,2,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q015-1,15070,11541,8693,13330,95,10,75,0,50,14,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q016-1,12611,3231,11388,9330,110,42,100,0,45,34,15,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q017-1,7456,8692,12089,9915,30,6,30,0,160,55,100,10
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q018-1,11487,4042,11109,6157,60,16,65,10,85,19,30,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q019-1,15337,6541,7198,9517,80,10,50,0,85,11,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q020-1,15670,10230,12877,11541,15,0,25,0,95,14,75,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q021-1,11388,15286,3543,2856,80,23,50,0,75,10,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q022-1,8693,12611,15044,15117,135,90,50,0,55,18,15,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q023-1,12788,11109,8692,9330,30,4,15,0,0,10,15,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q024-1,5920,14343,6157,6541,55,20,100,0,80,10,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q025-1,15656,4042,3231,12089,30,14,15,0,80,50,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q026-1,12547,7456,12506,3491,110,4,30,10,70,14,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q027-1,15756,15337,2939,11487,75,5,50,0,65,10,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q028-1,9915,15070,9517,7676,120,58,50,0,30,12,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q029-1,13330,8692,10230,7198,0,6,0,0,0,6,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q030-1,9330,12089,11541,15117,65,42,65,50,75,33,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q031-1,5920,8693,12506,11388,125,17,100,0,140,19,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q032-1,11109,6541,2856,12611,55,9,75,0,85,73,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q033-1,9915,3491,6157,15337,125,64,50,0,0,19,15,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q034-1,7676,2939,4042,3543,45,10,25,30,80,10,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q035-1,15756,3231,14343,13330,65,30,100,10,30,18,75,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q036-1,15670,7198,15044,7456,40,4,65,0,45,16,30,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q037-1,12788,9517,11487,15286,30,8,15,0,15,6,30,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q038-1,15656,12877,15070,12547,70,6,15,0,110,7,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q039-1,2939,10230,3491,8693,30,8,50,0,70,18,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q040-1,15756,11109,11541,9915,60,12,25,0,135,63,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q041-1,9330,6157,7198,7676,25,8,15,0,45,14,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q042-1,9517,15670,3231,15117,45,4,50,0,100,12,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q043-1,14343,12788,2856,7456,55,6,15,0,110,14,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q044-1,12089,15337,15286,12547,100,55,50,0,60,28,50,40
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q045-1,13330,3543,15044,15656,160,10,100,0,45,8,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q046-1,8692,11487,5920,12877,35,8,65,0,85,15,75,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q047-1,12506,4042,15070,12611,80,12,50,0,70,85,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-Q048-1,6541,11541,11388,15670,125,12,50,0,95,29,65,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-E006-1,12611,12089,13330,15070,150,100,100,0,125,73,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-E007-1,12611,12089,13330,15070,90,78,75,0,95,10,25,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-E001-1,12611,12089,13330,3543,135,95,100,0,45,10,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-E003-1,12611,12089,13330,3543,140,82,50,0,70,10,50,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-E002-1,15070,9915,2856,3231,95,76,65,0,85,49,100,0
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-E004-1,15070,9915,2856,3231,110,53,65,0,120,54,100,10
Pasteur Interlague,WA,2018-12-15T00:00:00.000Z,1819-WA-PAS-E005-1,15070,9915,2856,3231,150,75,100,40,95,77,100,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q001-1,13485,13484,15460,11865,0,19,30,0,90,4,0,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q002-1,4213,3861,7830,15462,40,6,30,0,0,2,50,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q003-1,11186,6395,10548,13480,10,6,65,0,40,6,65,0
Watt Interleague,WA,2018-12-15T00:00:00.000Z,1819-WA-WATT-Q004-1,5961,8563,6046,6559,55,14,50,0,70,52,75,0
